age,job,education,loan,contact,duration,pdays
26,blue-collar,basic.9y,yes,telephone,224,999
37,entrepreneur,university.degree,no,cellular,224,999
34,blue-collar,high.school,no,cellular,118,999
37,entrepreneur,university.degree,yes,cellular,362,999
29,management,high.school,no,cellular,125,999
27,admin,university.degree,no,telephone,672,999
26,management,university.degree,no,cellular,124,999
30,blue-collar,basic.9y,no,cellular,219,999
32,admin,high.school,no,cellular,192,999
45,technician,professional.course,no,cellular,160,999
39,admin,high.school,no,cellular,77,999
29,admin,high.school,no,cellular,360,999
30,blue-collar,basic.9y,yes,cellular,173,999
39,housemaid,basic.4y,no,cellular,94,999
39,housemaid,basic.4y,no,cellular,102,999
33,services,high.school,yes,cellular,172,999
45,blue-collar,professional.course,no,cellular,176,999
45,blue-collar,professional.course,no,cellular,74,999
34,self-employed,university.degree,no,cellular,378,999
26,services,university.degree,no,cellular,70,999
35,technician,high.school,no,cellular,294,999
39,services,basic.6y,no,telephone,183,999
52,housemaid,basic.4y,no,cellular,728,999
25,services,high.school,no,cellular,643,999
36,admin,high.school,no,cellular,111,999
39,admin,basic.9y,no,cellular,131,999
36,admin,university.degree,no,cellular,203,999
39,admin,basic.9y,no,cellular,108,999
39,entrepreneur,basic.4y,yes,cellular,1317,999
49,services,high.school,no,cellular,313,999
41,admin,high.school,no,cellular,364,999
24,technician,professional.course,no,cellular,171,999
29,technician,professional.course,no,cellular,290,999
60,unknown,basic.4y,no,cellular,659,999
42,blue-collar,basic.6y,no,cellular,77,999
42,unemployed,high.school,no,cellular,140,999
40,services,high.school,no,cellular,83,999
34,blue-collar,basic.4y,no,cellular,87,999
38,blue-collar,university.degree,no,cellular,176,999
29,entrepreneur,professional.course,no,cellular,736,999
38,blue-collar,university.degree,no,cellular,458,999
34,blue-collar,basic.4y,no,cellular,384,999
28,technician,university.degree,no,cellular,174,999
33,admin,university.degree,no,telephone,161,999
36,blue-collar,high.school,no,cellular,295,999
32,self-employed,university.degree,no,cellular,312,999
34,management,university.degree,no,cellular,90,999
29,services,high.school,no,telephone,206,999
38,services,high.school,no,telephone,304,999
57,blue-collar,basic.9y,no,telephone,49,999
27,blue-collar,basic.9y,no,cellular,181,999
57,blue-collar,basic.9y,no,telephone,106,999
57,blue-collar,basic.9y,no,cellular,601,999
57,housemaid,university.degree,no,cellular,113,999
33,entrepreneur,university.degree,no,cellular,611,999
53,self-employed,university.degree,no,cellular,78,999
27,services,high.school,no,cellular,306,999
26,blue-collar,high.school,no,telephone,79,999
26,blue-collar,high.school,yes,cellular,110,999
39,services,professional.course,no,cellular,751,999
35,blue-collar,high.school,yes,cellular,289,999
31,housemaid,high.school,no,cellular,126,999
29,management,university.degree,no,cellular,84,999
48,blue-collar,basic.6y,no,cellular,297,999
30,technician,professional.course,no,cellular,66,999
31,admin,high.school,no,telephone,120,999
33,technician,professional.course,no,cellular,72,999
31,housemaid,high.school,no,cellular,64,999
31,entrepreneur,university.degree,no,cellular,151,999
22,housemaid,high.school,yes,cellular,767,999
56,unknown,basic.9y,yes,cellular,329,999
35,admin,high.school,yes,cellular,84,999
23,blue-collar,basic.9y,yes,cellular,105,999
44,blue-collar,basic.9y,no,telephone,214,999
27,blue-collar,basic.9y,no,cellular,189,999
31,management,university.degree,no,cellular,1397,999
40,entrepreneur,university.degree,no,cellular,550,999
27,technician,professional.course,no,cellular,331,999
43,admin,high.school,no,cellular,155,999
40,services,basic.6y,no,cellular,137,999
49,technician,university.degree,no,cellular,333,999
35,blue-collar,high.school,no,telephone,44,999
32,management,university.degree,no,cellular,173,999
32,admin,university.degree,unknown,cellular,209,999
25,blue-collar,high.school,no,cellular,122,999
40,entrepreneur,university.degree,no,cellular,238,999
33,blue-collar,basic.4y,unknown,cellular,84,999
45,unemployed,university.degree,no,telephone,363,999
30,admin,university.degree,no,cellular,64,999
26,admin,high.school,no,cellular,226,999
39,admin,university.degree,no,cellular,97,999
56,services,high.school,no,cellular,247,999
27,blue-collar,basic.9y,yes,cellular,80,999
35,admin,university.degree,no,cellular,141,999
28,admin,university.degree,no,cellular,187,999
30,technician,professional.course,no,cellular,467,999
49,management,university.degree,no,cellular,549,999
28,admin,high.school,yes,cellular,254,999
26,blue-collar,high.school,no,cellular,460,999
30,blue-collar,high.school,no,cellular,1153,999
40,services,basic.6y,no,cellular,247,999
35,entrepreneur,high.school,no,cellular,121,999
27,admin,high.school,yes,cellular,138,999
38,blue-collar,high.school,no,cellular,90,999
56,services,high.school,no,cellular,354,999
35,technician,professional.course,no,cellular,154,999
30,admin,university.degree,yes,cellular,151,999
35,admin,university.degree,yes,cellular,228,999
35,blue-collar,high.school,yes,telephone,281,999
35,admin,university.degree,no,cellular,132,999
35,blue-collar,basic.9y,no,cellular,126,999
50,admin,basic.9y,yes,cellular,68,999
54,blue-collar,unknown,no,cellular,56,999
33,blue-collar,high.school,no,cellular,69,999
32,admin,university.degree,unknown,cellular,55,999
31,services,high.school,no,cellular,650,999
26,blue-collar,high.school,yes,telephone,251,999
35,admin,university.degree,no,cellular,125,999
43,admin,high.school,yes,cellular,183,999
40,services,basic.6y,no,cellular,119,999
40,blue-collar,basic.6y,no,cellular,127,999
43,admin,high.school,no,cellular,74,999
29,management,university.degree,no,cellular,138,999
26,blue-collar,professional.course,no,cellular,74,999
35,blue-collar,basic.9y,no,cellular,53,999
27,technician,professional.course,no,cellular,634,999
51,blue-collar,basic.4y,yes,cellular,297,999
54,blue-collar,unknown,no,cellular,213,999
46,admin,university.degree,no,cellular,154,999
29,admin,university.degree,no,cellular,51,999
29,blue-collar,professional.course,no,cellular,43,999
50,technician,professional.course,no,cellular,143,999
31,self-employed,professional.course,no,cellular,505,999
49,admin,high.school,no,telephone,27,999
37,admin,university.degree,no,cellular,546,999
30,technician,university.degree,no,cellular,91,999
24,technician,basic.6y,no,cellular,75,999
42,services,high.school,no,cellular,1153,999
49,admin,high.school,no,cellular,602,999
32,blue-collar,basic.4y,no,cellular,740,999
27,blue-collar,unknown,no,cellular,193,999
28,blue-collar,basic.9y,no,cellular,125,999
52,housemaid,university.degree,no,cellular,188,999
57,admin,high.school,no,telephone,487,999
39,admin,high.school,yes,cellular,134,999
25,blue-collar,basic.4y,no,cellular,735,999
25,services,high.school,no,cellular,172,999
41,blue-collar,basic.4y,no,cellular,138,999
22,admin,high.school,no,cellular,64,999
32,services,high.school,yes,cellular,157,999
32,services,high.school,no,cellular,185,999
53,services,basic.9y,no,cellular,121,999
29,admin,high.school,yes,telephone,21,999
35,blue-collar,basic.9y,no,cellular,156,999
37,technician,professional.course,no,cellular,74,999
32,services,high.school,no,cellular,302,999
34,services,high.school,no,cellular,95,999
22,blue-collar,basic.6y,no,cellular,100,999
32,self-employed,university.degree,no,cellular,172,999
41,blue-collar,basic.4y,no,cellular,623,999
37,technician,professional.course,yes,cellular,674,999
39,housemaid,basic.6y,no,cellular,76,999
31,blue-collar,basic.9y,yes,cellular,1081,999
39,blue-collar,basic.9y,no,cellular,113,999
37,management,university.degree,yes,cellular,69,999
30,blue-collar,basic.6y,no,cellular,50,999
35,technician,university.degree,no,telephone,455,999
46,admin,university.degree,no,cellular,142,999
47,technician,professional.course,no,cellular,165,999
53,management,high.school,no,cellular,91,999
38,entrepreneur,basic.9y,no,telephone,53,999
42,entrepreneur,university.degree,no,cellular,400,999
31,self-employed,university.degree,no,cellular,85,999
51,housemaid,high.school,yes,cellular,454,999
29,admin,high.school,yes,cellular,67,999
53,services,basic.9y,no,cellular,127,999
46,admin,university.degree,no,cellular,178,999
48,admin,high.school,no,cellular,145,999
38,technician,professional.course,no,cellular,59,999
26,admin,high.school,yes,cellular,287,999
31,technician,university.degree,no,cellular,85,999
30,technician,professional.course,yes,cellular,292,999
42,admin,university.degree,yes,cellular,115,999
40,services,basic.9y,no,cellular,85,999
27,admin,university.degree,no,cellular,146,999
28,technician,basic.9y,no,cellular,83,999
28,blue-collar,basic.9y,no,cellular,103,999
57,blue-collar,high.school,no,cellular,558,999
57,blue-collar,high.school,no,cellular,572,999
27,admin,university.degree,no,cellular,494,999
35,admin,university.degree,no,cellular,14,999
37,admin,high.school,yes,cellular,354,999
35,admin,university.degree,no,cellular,91,999
42,blue-collar,basic.6y,no,cellular,304,999
35,admin,university.degree,no,cellular,199,999
36,admin,high.school,unknown,cellular,191,999
31,admin,basic.9y,no,cellular,978,999
32,blue-collar,basic.9y,no,cellular,144,999
32,blue-collar,basic.9y,unknown,cellular,240,999
32,blue-collar,basic.9y,no,cellular,166,999
35,admin,university.degree,no,cellular,536,999
32,blue-collar,basic.9y,no,cellular,316,999
32,services,high.school,no,cellular,91,999
27,admin,university.degree,no,cellular,149,999
33,management,university.degree,no,cellular,72,999
29,management,basic.9y,no,telephone,11,999
35,blue-collar,basic.9y,no,cellular,222,999
29,management,basic.9y,no,cellular,135,999
52,retired,basic.4y,no,cellular,412,999
56,admin,university.degree,yes,cellular,383,999
27,admin,high.school,no,telephone,41,999
29,admin,high.school,no,cellular,567,999
31,technician,university.degree,no,cellular,800,999
30,admin,university.degree,no,cellular,84,999
39,self-employed,university.degree,no,cellular,178,999
29,blue-collar,high.school,no,cellular,90,999
29,technician,high.school,no,cellular,33,999
37,entrepreneur,professional.course,no,cellular,274,999
26,technician,university.degree,no,cellular,116,999
27,services,high.school,no,cellular,71,999
43,blue-collar,basic.9y,no,cellular,226,999
29,management,basic.9y,yes,cellular,968,999
43,blue-collar,basic.9y,no,cellular,377,999
46,blue-collar,basic.4y,no,cellular,111,999
46,blue-collar,basic.4y,no,cellular,113,999
36,blue-collar,basic.9y,no,cellular,225,999
46,blue-collar,basic.4y,no,cellular,277,999
29,technician,professional.course,no,cellular,274,999
25,blue-collar,basic.9y,no,cellular,467,999
36,admin,professional.course,no,cellular,262,999
30,blue-collar,basic.6y,no,cellular,474,999
33,admin,high.school,no,cellular,191,999
31,technician,high.school,no,cellular,110,999
53,blue-collar,basic.4y,yes,telephone,131,999
26,blue-collar,high.school,no,cellular,115,999
26,blue-collar,high.school,no,cellular,102,999
50,self-employed,basic.9y,no,cellular,411,999
33,admin,high.school,no,cellular,516,999
31,admin,university.degree,no,cellular,143,999
25,services,high.school,no,cellular,164,999
45,blue-collar,basic.4y,no,cellular,120,999
24,blue-collar,high.school,no,cellular,203,999
31,services,high.school,no,cellular,73,999
24,blue-collar,high.school,no,cellular,482,999
56,admin,university.degree,yes,cellular,569,999
30,unemployed,high.school,no,cellular,167,999
28,services,high.school,yes,cellular,278,999
54,blue-collar,basic.4y,no,cellular,94,999
31,technician,unknown,unknown,cellular,177,999
27,services,high.school,no,cellular,110,999
37,blue-collar,basic.9y,no,cellular,383,999
38,blue-collar,basic.9y,no,cellular,286,999
22,blue-collar,basic.9y,no,cellular,106,999
38,blue-collar,basic.9y,no,cellular,610,999
37,blue-collar,basic.9y,no,cellular,223,999
32,admin,university.degree,no,cellular,313,999
56,admin,university.degree,unknown,cellular,41,999
34,admin,high.school,no,cellular,108,999
29,services,university.degree,no,cellular,116,999
50,services,high.school,no,cellular,60,999
56,admin,university.degree,no,cellular,359,999
41,self-employed,basic.9y,no,cellular,119,999
44,services,high.school,no,cellular,238,999
29,services,university.degree,no,cellular,337,999
57,retired,university.degree,no,cellular,75,999
26,services,high.school,yes,telephone,11,999
26,admin,university.degree,no,cellular,174,999
33,blue-collar,basic.6y,no,cellular,63,999
30,admin,university.degree,no,cellular,483,999
38,services,high.school,no,cellular,47,999
35,blue-collar,basic.4y,no,cellular,308,999
29,blue-collar,basic.9y,no,cellular,269,999
37,blue-collar,basic.6y,no,cellular,640,999
33,admin,university.degree,no,cellular,384,999
28,management,university.degree,no,cellular,292,999
42,admin,university.degree,no,cellular,147,999
42,admin,university.degree,no,cellular,287,999
57,blue-collar,basic.9y,no,cellular,168,999
22,blue-collar,basic.4y,no,cellular,25,999
30,blue-collar,high.school,no,cellular,159,999
57,blue-collar,basic.9y,no,cellular,302,999
31,blue-collar,basic.9y,no,cellular,65,999
33,admin,high.school,no,cellular,90,999
46,admin,university.degree,no,cellular,439,999
49,unemployed,university.degree,yes,cellular,133,999
26,blue-collar,basic.9y,yes,telephone,494,999
47,blue-collar,basic.9y,no,cellular,67,999
49,technician,professional.course,no,cellular,96,999
36,management,university.degree,no,cellular,381,999
44,services,basic.4y,no,cellular,226,999
49,technician,professional.course,no,cellular,354,999
45,housemaid,university.degree,no,cellular,117,999
47,technician,professional.course,no,cellular,239,999
32,services,professional.course,no,cellular,671,999
45,admin,university.degree,no,cellular,508,999
58,retired,professional.course,no,cellular,244,999
49,admin,professional.course,yes,cellular,230,999
57,admin,high.school,no,cellular,958,999
30,unknown,university.degree,no,cellular,171,999
44,admin,high.school,no,cellular,99,999
30,unknown,university.degree,no,cellular,190,999
33,technician,professional.course,no,cellular,170,999
45,technician,high.school,yes,cellular,482,999
32,technician,university.degree,no,cellular,130,999
32,technician,university.degree,no,cellular,151,999
58,blue-collar,basic.9y,no,cellular,190,999
47,services,high.school,no,cellular,140,999
37,management,university.degree,no,cellular,110,999
45,technician,high.school,no,cellular,84,999
54,technician,professional.course,yes,cellular,281,999
50,admin,high.school,no,cellular,67,999
50,blue-collar,basic.4y,no,cellular,91,999
60,retired,university.degree,no,cellular,368,999
60,retired,university.degree,yes,cellular,146,999
40,technician,professional.course,no,cellular,198,999
59,retired,high.school,no,cellular,370,999
35,admin,university.degree,no,cellular,337,999
34,admin,university.degree,yes,cellular,230,999
33,technician,professional.course,no,cellular,686,999
54,technician,professional.course,no,cellular,365,999
48,blue-collar,basic.9y,no,cellular,597,999
48,housemaid,basic.4y,no,cellular,441,999
30,admin,university.degree,no,cellular,857,999
30,admin,university.degree,yes,cellular,753,999
41,technician,university.degree,no,cellular,101,999
44,services,professional.course,no,cellular,186,999
58,retired,professional.course,no,cellular,410,999
60,retired,university.degree,no,cellular,430,999
48,housemaid,basic.4y,no,cellular,251,999
59,retired,basic.4y,no,cellular,357,999
45,unemployed,university.degree,no,cellular,211,999
54,technician,university.degree,no,telephone,652,999
34,admin,university.degree,no,cellular,177,999
30,unknown,university.degree,no,cellular,183,999
52,management,university.degree,no,cellular,1488,999
40,entrepreneur,university.degree,no,cellular,145,999
45,services,high.school,no,cellular,413,999
50,technician,university.degree,no,cellular,114,999
47,technician,professional.course,no,cellular,428,999
32,technician,professional.course,no,cellular,133,999
30,technician,university.degree,no,cellular,142,999
38,blue-collar,high.school,no,cellular,250,999
50,admin,basic.9y,no,cellular,125,999
30,technician,high.school,no,cellular,276,999
56,retired,university.degree,no,cellular,377,999
47,entrepreneur,university.degree,no,cellular,487,999
47,entrepreneur,university.degree,no,cellular,641,999
52,technician,professional.course,no,cellular,126,999
50,admin,high.school,yes,cellular,519,999
53,blue-collar,basic.4y,no,cellular,76,999
43,admin,university.degree,no,cellular,837,999
57,retired,basic.6y,no,cellular,222,999
35,unknown,basic.9y,no,cellular,117,999
49,services,high.school,no,cellular,91,999
58,admin,high.school,yes,cellular,314,999
58,admin,high.school,no,cellular,553,999
52,admin,unknown,no,cellular,976,999
38,technician,professional.course,no,cellular,114,999
52,technician,university.degree,no,cellular,122,999
52,technician,university.degree,yes,cellular,86,999
52,admin,unknown,no,cellular,91,999
35,admin,university.degree,no,cellular,36,999
52,admin,unknown,no,cellular,422,999
52,technician,university.degree,yes,cellular,794,999
47,admin,high.school,no,cellular,145,999
48,technician,professional.course,no,cellular,139,999
53,blue-collar,basic.9y,no,cellular,241,999
48,technician,professional.course,no,cellular,69,999
52,technician,professional.course,no,cellular,58,999
47,services,high.school,no,cellular,836,999
41,technician,professional.course,no,cellular,269,999
29,admin,university.degree,no,cellular,67,999
45,housemaid,basic.4y,no,cellular,195,999
45,housemaid,basic.4y,no,cellular,137,999
45,housemaid,basic.4y,no,cellular,148,999
35,admin,university.degree,no,cellular,448,999
49,technician,professional.course,no,cellular,162,999
48,blue-collar,basic.9y,no,cellular,335,999
29,admin,university.degree,no,cellular,140,999
58,blue-collar,basic.9y,no,cellular,171,999
37,admin,university.degree,no,cellular,356,999
42,admin,university.degree,no,cellular,130,999
51,admin,university.degree,no,cellular,545,999
48,management,high.school,no,cellular,135,999
39,technician,professional.course,no,cellular,1134,999
57,retired,professional.course,no,cellular,155,999
42,technician,high.school,no,cellular,188,999
44,technician,professional.course,no,cellular,164,999
42,technician,high.school,no,cellular,409,999
42,technician,professional.course,no,cellular,607,999
39,admin,university.degree,yes,cellular,328,999
37,admin,university.degree,no,cellular,131,999
47,management,university.degree,no,cellular,88,999
47,management,university.degree,no,cellular,175,999
41,technician,university.degree,yes,cellular,124,999
34,admin,university.degree,no,cellular,148,999
34,admin,university.degree,no,cellular,146,999
34,admin,university.degree,no,cellular,97,999
51,technician,high.school,no,cellular,162,999
41,technician,professional.course,no,cellular,54,999
41,technician,professional.course,no,cellular,109,999
40,technician,professional.course,no,cellular,114,999
43,management,university.degree,no,cellular,268,999
40,technician,professional.course,no,cellular,115,999
40,technician,professional.course,no,cellular,348,999
53,blue-collar,basic.4y,no,telephone,1186,999
58,services,unknown,no,cellular,197,999
45,blue-collar,basic.4y,no,cellular,198,999
45,blue-collar,basic.4y,no,cellular,111,999
53,technician,professional.course,no,cellular,123,999
49,admin,university.degree,no,cellular,790,999
52,technician,professional.course,no,cellular,142,999
45,technician,professional.course,no,cellular,122,999
59,retired,university.degree,no,cellular,163,999
34,admin,university.degree,no,cellular,174,999
45,technician,professional.course,no,cellular,183,999
48,blue-collar,basic.9y,no,cellular,157,999
48,blue-collar,basic.9y,no,cellular,196,999
46,self-employed,basic.9y,no,cellular,159,999
55,admin,professional.course,yes,cellular,482,999
46,technician,professional.course,no,cellular,92,999
30,technician,professional.course,no,cellular,297,999
48,admin,university.degree,no,cellular,229,999
52,services,basic.6y,no,cellular,138,999
53,technician,high.school,no,cellular,231,999
53,technician,high.school,no,cellular,105,999
53,blue-collar,basic.4y,no,cellular,238,999
33,admin,university.degree,yes,cellular,178,999
34,technician,professional.course,no,cellular,278,999
40,technician,professional.course,no,cellular,156,999
44,admin,basic.4y,yes,cellular,286,999
53,blue-collar,basic.9y,no,cellular,334,999
44,admin,basic.4y,no,cellular,222,999
30,unknown,university.degree,no,cellular,95,999
35,unknown,basic.9y,no,cellular,148,999
59,admin,university.degree,no,cellular,177,999
34,technician,professional.course,no,cellular,104,999
32,admin,high.school,no,cellular,195,999
56,admin,high.school,no,cellular,182,999
41,housemaid,basic.6y,no,cellular,56,999
32,technician,university.degree,no,cellular,68,999
32,technician,university.degree,no,cellular,297,999
44,blue-collar,basic.4y,no,cellular,720,999
44,technician,university.degree,no,cellular,231,999
49,admin,university.degree,no,cellular,126,999
44,blue-collar,basic.6y,no,cellular,67,999
33,technician,university.degree,no,cellular,316,999
49,admin,university.degree,no,cellular,202,999
33,admin,university.degree,yes,cellular,149,999
32,technician,university.degree,no,cellular,168,999
52,services,basic.6y,no,cellular,683,999
31,technician,professional.course,no,cellular,176,999
50,blue-collar,basic.4y,no,cellular,66,999
31,technician,professional.course,no,cellular,935,999
45,technician,professional.course,no,cellular,320,999
43,technician,professional.course,no,cellular,165,999
49,services,high.school,no,cellular,241,999
31,admin,university.degree,no,cellular,112,999
34,admin,university.degree,no,cellular,419,999
56,admin,basic.4y,no,cellular,82,999
30,admin,high.school,no,cellular,390,999
30,admin,university.degree,yes,cellular,185,999
46,services,basic.6y,no,cellular,160,999
51,admin,university.degree,no,cellular,218,999
46,technician,professional.course,no,cellular,721,999
34,admin,university.degree,no,cellular,201,999
39,management,high.school,no,cellular,215,999
47,technician,high.school,no,cellular,152,999
33,self-employed,university.degree,no,cellular,36,999
44,blue-collar,professional.course,no,cellular,90,999
33,technician,professional.course,no,cellular,94,999
51,blue-collar,basic.4y,no,cellular,174,999
51,blue-collar,basic.4y,no,cellular,153,999
51,blue-collar,basic.4y,no,cellular,116,999
42,admin,university.degree,no,cellular,231,999
51,blue-collar,basic.4y,yes,cellular,129,999
31,technician,professional.course,no,cellular,193,999
31,entrepreneur,university.degree,no,cellular,138,999
31,entrepreneur,university.degree,no,cellular,188,999
34,admin,university.degree,yes,cellular,191,999
50,entrepreneur,professional.course,no,cellular,1306,999
35,technician,high.school,no,telephone,243,999
31,admin,university.degree,yes,cellular,96,999
37,technician,professional.course,no,cellular,188,999
31,admin,professional.course,no,cellular,126,999
38,technician,professional.course,no,cellular,130,999
33,admin,university.degree,no,cellular,58,999
38,technician,professional.course,no,cellular,117,999
32,admin,high.school,no,cellular,52,999
38,technician,professional.course,no,cellular,550,999
47,services,high.school,no,cellular,130,999
57,admin,university.degree,no,cellular,161,999
51,technician,professional.course,yes,cellular,50,999
50,unemployed,professional.course,no,cellular,135,999
36,technician,university.degree,no,cellular,207,999
50,unemployed,professional.course,no,cellular,133,999
57,retired,professional.course,no,cellular,282,999
33,technician,high.school,no,cellular,442,999
35,admin,university.degree,no,cellular,299,999
47,self-employed,basic.9y,no,cellular,146,999
33,housemaid,basic.9y,no,cellular,147,999
51,technician,university.degree,no,cellular,82,999
34,technician,professional.course,no,cellular,31,999
31,admin,university.degree,no,cellular,292,999
34,technician,professional.course,no,cellular,161,999
52,blue-collar,high.school,no,cellular,161,999
46,entrepreneur,basic.9y,no,cellular,169,999
51,blue-collar,basic.4y,no,cellular,207,999
51,blue-collar,basic.4y,no,cellular,205,999
38,management,university.degree,no,cellular,102,999
47,admin,high.school,no,cellular,106,999
45,technician,high.school,yes,cellular,243,999
30,admin,university.degree,no,cellular,60,999
58,retired,high.school,no,cellular,166,999
47,services,high.school,no,cellular,207,999
34,admin,university.degree,no,cellular,193,999
54,blue-collar,basic.9y,no,cellular,129,999
47,services,high.school,yes,cellular,502,999
39,technician,professional.course,no,cellular,49,999
30,technician,professional.course,no,cellular,126,999
39,management,university.degree,no,cellular,31,999
39,management,university.degree,no,cellular,155,999
31,technician,professional.course,no,cellular,93,999
44,admin,university.degree,no,cellular,85,999
51,admin,high.school,no,cellular,215,999
53,technician,professional.course,no,cellular,75,999
30,admin,university.degree,no,cellular,118,999
45,blue-collar,basic.4y,no,cellular,191,999
38,admin,university.degree,no,cellular,111,999
56,housemaid,basic.4y,no,cellular,87,999
51,blue-collar,basic.4y,no,cellular,102,999
44,management,university.degree,no,cellular,261,999
40,technician,university.degree,yes,cellular,150,999
36,blue-collar,professional.course,no,cellular,258,999
51,services,high.school,no,cellular,241,999
36,technician,professional.course,no,cellular,94,999
48,technician,university.degree,no,cellular,109,999
47,self-employed,basic.9y,no,cellular,97,999
45,blue-collar,basic.4y,no,cellular,994,999
57,technician,high.school,yes,cellular,257,999
38,admin,university.degree,no,cellular,175,999
44,admin,university.degree,no,cellular,112,999
36,admin,professional.course,no,cellular,75,999
36,admin,professional.course,no,cellular,172,999
44,management,high.school,no,cellular,41,999
36,admin,university.degree,no,cellular,169,999
32,technician,university.degree,no,cellular,198,999
56,technician,professional.course,no,cellular,151,999
45,blue-collar,basic.4y,no,cellular,507,999
36,technician,professional.course,no,cellular,197,999
33,admin,professional.course,no,cellular,130,999
44,admin,university.degree,no,cellular,84,999
32,self-employed,university.degree,no,cellular,118,999
38,admin,university.degree,no,cellular,257,999
57,technician,high.school,no,cellular,784,999
37,admin,university.degree,no,cellular,89,999
31,housemaid,basic.4y,no,cellular,172,999
49,admin,high.school,no,cellular,151,999
49,admin,high.school,no,cellular,183,999
50,blue-collar,basic.4y,no,cellular,80,999
34,admin,university.degree,no,cellular,80,999
37,admin,high.school,no,cellular,45,999
50,blue-collar,basic.4y,no,cellular,249,999
36,admin,university.degree,no,cellular,472,999
32,admin,university.degree,no,cellular,150,999
45,admin,high.school,yes,cellular,111,999
32,admin,university.degree,no,cellular,298,999
29,technician,high.school,no,cellular,31,999
42,admin,university.degree,no,cellular,353,999
36,technician,professional.course,no,cellular,201,999
29,technician,high.school,no,cellular,104,999
33,admin,university.degree,unknown,cellular,74,999
46,admin,professional.course,no,cellular,75,999
35,housemaid,university.degree,yes,cellular,189,999
46,admin,professional.course,no,cellular,385,999
32,admin,university.degree,no,cellular,233,999
58,admin,university.degree,no,cellular,124,999
47,entrepreneur,high.school,unknown,cellular,86,999
50,services,basic.4y,no,cellular,95,999
44,services,high.school,yes,cellular,34,999
44,services,high.school,yes,cellular,324,999
29,admin,university.degree,no,cellular,88,999
29,admin,university.degree,no,cellular,156,999
29,admin,university.degree,no,cellular,124,999
29,admin,university.degree,no,cellular,163,999
30,admin,university.degree,no,cellular,235,999
49,technician,professional.course,unknown,cellular,254,999
30,admin,university.degree,unknown,cellular,316,999
52,blue-collar,basic.4y,no,cellular,151,999
52,blue-collar,basic.4y,no,cellular,109,999
52,blue-collar,basic.9y,no,cellular,809,999
60,admin,university.degree,yes,cellular,138,999
29,technician,professional.course,no,cellular,112,999
29,technician,professional.course,no,cellular,94,999
35,admin,university.degree,no,cellular,70,999
46,admin,high.school,no,cellular,49,999
53,blue-collar,basic.4y,no,cellular,523,999
39,management,university.degree,no,cellular,108,999
42,technician,university.degree,no,cellular,321,999
39,management,university.degree,no,cellular,224,999
54,self-employed,professional.course,no,cellular,309,999
47,admin,basic.9y,no,cellular,177,999
47,admin,basic.9y,no,cellular,109,999
55,admin,professional.course,no,cellular,348,999
50,blue-collar,basic.6y,no,cellular,433,999
36,technician,university.degree,no,cellular,124,999
36,technician,university.degree,no,cellular,167,999
36,technician,university.degree,unknown,cellular,248,999
42,technician,university.degree,no,cellular,103,999
35,admin,university.degree,no,cellular,417,999
33,admin,university.degree,no,cellular,111,999
40,admin,university.degree,yes,cellular,200,999
34,technician,professional.course,no,cellular,189,999
34,technician,professional.course,no,cellular,201,999
34,technician,professional.course,no,cellular,50,999
54,admin,high.school,no,cellular,107,999
34,technician,professional.course,no,cellular,192,999
29,admin,university.degree,no,cellular,521,999
51,housemaid,basic.4y,no,cellular,253,999
52,admin,university.degree,no,cellular,172,999
31,technician,professional.course,no,cellular,63,999
37,technician,professional.course,no,cellular,73,999
40,technician,high.school,no,cellular,419,999
34,technician,professional.course,yes,cellular,118,999
53,blue-collar,basic.4y,no,cellular,169,999
29,admin,university.degree,no,cellular,142,999
36,admin,university.degree,no,cellular,385,999
45,admin,high.school,unknown,cellular,215,999
33,technician,professional.course,yes,cellular,100,999
40,technician,university.degree,no,cellular,117,999
44,services,high.school,no,cellular,629,999
38,admin,university.degree,no,cellular,82,999
41,technician,university.degree,yes,cellular,133,999
40,admin,university.degree,no,cellular,876,999
47,admin,high.school,no,cellular,61,999
33,technician,professional.course,yes,cellular,125,999
36,technician,high.school,no,cellular,81,999
53,services,high.school,no,cellular,236,999
36,admin,university.degree,no,cellular,194,999
44,technician,high.school,no,cellular,229,999
30,technician,professional.course,no,cellular,445,999
53,blue-collar,basic.4y,no,cellular,148,999
29,admin,university.degree,no,cellular,140,999
30,admin,university.degree,no,cellular,129,999
42,technician,university.degree,yes,cellular,124,999
58,admin,basic.9y,no,cellular,131,999
35,admin,university.degree,yes,telephone,91,999
52,blue-collar,basic.4y,no,cellular,362,999
46,services,basic.6y,no,cellular,16,999
33,technician,high.school,no,cellular,108,999
60,admin,university.degree,no,cellular,176,999
51,admin,university.degree,no,cellular,51,999
47,blue-collar,unknown,no,cellular,310,999
57,retired,unknown,no,cellular,153,999
37,technician,professional.course,no,cellular,780,999
48,technician,university.degree,no,cellular,66,999
34,technician,high.school,no,telephone,46,999
38,technician,professional.course,no,cellular,155,999
38,technician,professional.course,no,cellular,185,999
30,admin,university.degree,no,cellular,255,999
30,admin,university.degree,no,cellular,459,999
30,technician,professional.course,no,cellular,153,999
38,technician,professional.course,no,cellular,87,999
37,admin,university.degree,no,cellular,62,999
34,admin,university.degree,no,cellular,71,999
34,admin,university.degree,no,cellular,147,999
29,admin,university.degree,no,cellular,97,999
33,technician,professional.course,no,cellular,335,999
